Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
77,12.46068105,7.580542524,American,44.14618196,1,47,343.4945802
15,45.31625077,19.4691478,Japanese,39.01148337,1,44,299.3528926
56,30.64316082,6.736810037,Italian,24.4157616,1,24,270.0704893
64,46.26054878,5.929795626,Japanese,13.48284822,1,77,259.5662004
49,32.85275768,18.36415999,American,18.08597597,1,24,287.2146326
61,36.4844804,2.214968906,American,31.81961362,1,18,325.1546481
25,31.75115632,15.1916482,American,18.28228334,0,38,174.6629697
22,44.57971521,19.76131133,Italian,31.75892445,0,78,222.7186198
39,39.35639676,18.02592022,American,19.26396099,0,79,359.0860101
28,30.85041249,13.03335837,Italian,43.95695478,1,26,208.4240831
26,44.72643216,6.2812159,Japanese,25.89085891,0,73,278.4208386
72,19.81142129,5.086439624,American,19.82202504,1,62,246.1307927
28,16.29362639,16.3851021,Japanese,42.49304721,0,67,165.2538355
67,16.41600421,17.59643828,Mexican,23.71355859,0,18,276.6655938
64,23.36035515,10.50869825,Japanese,14.45950751,1,27,314.105031
99,19.54760125,4.886798816,Mexican,32.81637966,0,84,319.8655012
99,47.20361402,2.258864168,Japanese,33.26256818,0,77,394.4393476
71,14.23336375,1.743589357,Italian,38.58782701,0,32,218.4024908
32,37.95962952,14.38154895,Japanese,19.60877733,1,9,291.0891079
18,17.56886159,8.402374557,Italian,27.75085356,0,82,192.8954576
21,45.26548531,18.10719749,Italian,21.29471676,1,29,185.675556
10,48.45261153,14.79342601,American,13.23814944,0,21,260.8661242
67,28.61880035,3.825208358,Italian,45.06455308,0,2,424.0145018
10,45.16285921,12.27554838,Mexican,39.15479218,0,81,155.7844327
43,10.20580683,8.710109088,American,22.05852238,0,74,171.4008164
57,42.7978767,11.54499462,American,33.97491971,1,47,472.8480308
98,19.14500646,14.76138247,Japanese,18.05055153,0,1,371.681354
10,46.34805237,16.12391762,Italian,45.60946487,1,75,228.9437953
25,10.04480446,16.87474653,Italian,14.59625373,1,53,220.3678807
70,32.2472694,5.079497491,Mexican,10.15348582,0,5,364.1679974
73,40.26543215,0.622311998,Japanese,30.08032791,0,39,310.2675784
72,20.34753323,14.7858947,Japanese,33.32511294,1,92,297.4458824
78,17.72531458,2.126874525,American,33.15861281,1,93,240.5142952
31,13.36392898,6.298391772,American,12.1804771,0,1,79.86631534
76,23.05734306,0.076342682,American,22.56175228,0,72,264.1027406
85,32.39377249,13.63338965,Mexican,29.96795787,0,1,391.66196
35,14.63375427,3.342640229,Mexican,18.66316743,0,92,110.3208532
25,25.06781448,13.10564819,American,44.90503542,0,96,40.07049395
60,10.36289619,19.83485234,Japanese,13.48437158,1,73,361.5529383
95,42.74717682,1.453417432,Mexican,29.49537767,0,97,346.9235192
66,15.13794872,1.541560239,Japanese,37.6566423,0,54,145.6654655
38,21.33371793,6.807601853,Japanese,20.47004401,1,71,162.101083
87,10.73710875,17.32773029,Italian,34.96962948,0,59,371.7323479
78,27.28963136,4.310597376,American,43.17540601,0,96,205.1618195
56,43.60486011,7.207556399,Italian,17.613479,1,5,324.9862276
71,25.68604846,1.370108133,American,46.68882367,0,18,196.4012515
78,17.17989294,15.26310583,American,32.14234131,1,95,434.8650083
85,40.14795336,8.166126855,Japanese,21.96928017,0,26,437.7259277
25,41.55227927,15.18497466,American,27.23433102,0,0,212.9365565
99,16.95013901,18.07215689,Japanese,22.48767535,0,32,394.6819877
99,40.83416434,4.655262942,Japanese,39.0044464,1,39,405.4757996
57,47.89191553,16.14792061,American,41.85202654,1,31,378.4028782
94,16.65510348,1.181877802,Japanese,43.31749569,1,68,317.9346753
48,40.8393717,17.97694776,Japanese,49.43072998,1,16,287.5643152
42,38.34288018,13.01537095,Japanese,41.6513717,0,7,275.2114984
32,28.94295554,17.48453448,Mexican,34.05536283,1,56,202.6176117
19,12.31681842,0.003767991,Japanese,23.56881194,1,41,110.8748855
78,12.98777671,3.381621407,Mexican,31.78381795,1,97,196.9283363
43,44.09658637,7.795187749,Mexican,11.64272691,0,8,261.2715461
61,49.60593491,7.590058067,Japanese,39.79300302,0,86,293.1873092
19,37.04209029,4.534607658,Japanese,27.8382218,1,34,111.1706306
28,27.83833228,7.632238797,Mexican,10.80092919,1,70,260.9154433
67,35.90294574,2.57697424,Mexican,12.50027766,0,78,284.5457691
10,33.77583437,8.255222585,Japanese,25.49865855,1,52,106.5554469
78,25.34449042,16.04708658,Japanese,33.33686076,1,53,417.2333618
13,12.62504578,9.581401262,American,28.56815796,1,83,141.2283856
25,42.8605179,0.360001779,Mexican,34.76817269,1,24,225.6358839
33,24.87334117,8.428880832,Mexican,29.21177035,0,66,127.9365596
89,42.75142573,0.543500322,American,36.46815382,0,61,380.8633043
11,20.10034999,19.32486821,Mexican,18.76504259,0,54,139.3655501
41,10.04117919,2.549079188,Italian,14.51372749,1,45,226.6879005
93,16.35753133,14.15376653,Mexican,33.85735819,1,23,220.9561244
33,28.74157667,19.45552646,American,29.38758068,0,97,167.1026649
21,47.7721454,16.52078103,Italian,11.07470616,0,45,336.3950397
59,14.08774479,13.9863075,Japanese,25.21927542,0,21,270.5425511
44,44.16839098,16.78921819,American,14.24502342,1,10,297.2885877
42,31.08096385,19.63597387,American,31.25427327,0,47,239.9143063
42,43.03683063,12.42688995,Japanese,25.83110719,1,7,258.6604559
70,21.93497724,11.18369614,American,34.52607644,1,38,162.4303339
60,43.59788659,12.56476221,Mexican,42.22408875,0,34,357.71479
52,40.9129112,10.65351774,Japanese,21.98674735,0,48,264.9095348
21,19.20214732,12.70178212,American,48.48408417,1,45,151.7332266
76,15.25340506,8.996844159,Japanese,31.42538002,0,37,315.4251889
74,44.7221729,4.368863658,Japanese,34.73163195,0,7,291.4544727
42,48.52946614,2.40494453,Japanese,37.22689493,1,53,330.2964304
49,11.25209255,1.366818711,Italian,36.66926119,1,36,156.0776544
83,39.25080268,5.266315675,American,30.43882972,1,90,329.2473389
52,46.38098044,0.922471287,Italian,27.15057164,1,91,274.1840667
53,44.29440368,11.3434156,American,12.15127857,1,39,309.479463
38,48.58081889,5.67656894,Mexican,10.88343381,0,33,341.970237
22,40.40376314,16.49069616,Mexican,24.31844778,1,95,247.0698273
21,27.6919505,1.48481746,Mexican,23.34643563,1,78,111.0873077
55,22.47807962,4.527029887,American,25.50780619,1,16,290.5908109
11,22.82970962,14.60492294,Japanese,15.53472804,0,32,49.23777578
44,38.9769069,11.97616593,Japanese,39.52673082,1,46,282.5435137
96,39.83348048,1.289825425,Italian,44.27857659,1,51,263.9744397
90,18.01436574,17.54478914,Italian,47.54858541,1,79,333.5772185
99,44.72491254,17.54523526,Mexican,29.69449214,0,92,518.3270032
17,38.59696161,6.608160078,Italian,38.03462797,1,8,204.3623864
35,32.51001145,6.808116867,American,44.22204494,1,32,256.8131171
83,28.8612984,19.78056717,American,26.73164444,1,59,399.7575479
99,31.72931223,12.52352343,Italian,22.37651179,0,92,341.8038146
43,16.36982953,10.62633041,Italian,47.46898223,0,76,229.5792084
16,18.14804997,16.76304367,Italian,30.62706204,0,20,104.6343107
77,13.64657962,5.705806767,Italian,29.89015546,0,57,402.9054623
67,16.14632153,8.583651868,Mexican,17.13664386,1,84,143.4209598
84,28.14774538,5.35553351,Mexican,14.32620058,1,68,390.9255975
38,31.21417575,15.78321693,Italian,43.6842745,0,9,219.190575
45,10.7144757,11.46698691,American,34.56532705,0,5,217.894581
98,41.87191311,13.1765014,Mexican,23.03298336,1,12,449.0744415
30,21.76671893,5.046144997,American,17.6694487,1,64,171.7534695
45,46.4734414,4.404506028,Japanese,32.21989121,0,19,296.0598969
19,48.70045054,9.76749258,American,33.35677157,0,56,151.762282
82,17.41835499,14.75131498,Italian,18.27974405,0,45,371.6100961
33,28.48389163,10.50479515,Japanese,44.05622992,0,7,190.6073138
73,10.04927341,0.652913551,Mexican,13.37057465,1,9,187.0222094
58,33.9330906,17.37103013,Mexican,24.24372341,0,72,329.386519
45,34.29225793,1.29373787,Japanese,37.21537655,0,66,233.3603624
91,19.90159822,19.11648967,American,20.96481455,1,10,461.8865537
33,32.3365069,0.502839166,Mexican,43.10700779,1,11,186.6819617
32,19.0216057,13.88900912,Italian,39.59471306,1,9,201.4229832
71,16.43301876,1.644141274,Japanese,41.56091378,1,24,157.6961069
46,36.06077867,18.21353159,Italian,14.76426144,1,48,344.6122706
21,23.03701856,9.288664725,Japanese,15.62188512,0,48,139.5235088
64,33.61055756,2.750475496,Mexican,21.45894951,0,88,335.9146027
22,27.32986996,6.816313996,American,30.72308661,0,10,106.8139275
32,49.3740563,3.296493507,Japanese,39.92064307,1,61,239.9972406
98,15.98322571,3.411638231,Japanese,43.46123563,0,35,311.2183851
39,28.58394387,18.9621664,Italian,38.17341264,1,38,302.7671014
26,37.21826505,8.904922246,Mexican,47.14387526,0,52,193.27788
71,25.82180336,15.77604528,Italian,39.54974038,0,89,304.2486844
93,48.98799407,12.79211122,Mexican,22.25071548,1,77,466.1583023
98,38.87550512,13.52852725,Italian,20.60325137,1,55,429.5654261
95,36.2793543,2.633868769,Japanese,37.84769801,0,0,339.6173814
22,40.2823707,4.683688936,Italian,17.71482275,0,55,249.7515456
68,48.10594552,15.7350067,American,13.70859243,0,3,462.1045294
28,46.31274612,19.41532413,Mexican,31.28891499,0,29,273.8164197
58,38.97141233,5.253512852,Mexican,42.86566279,0,11,296.2868417
21,39.96646556,5.431375295,Japanese,14.0551937,1,34,182.5007747
70,15.83688296,9.457942656,Mexican,41.67565295,1,76,412.926019
28,14.11169618,19.67680626,American,42.46288017,1,51,141.3203232
85,32.83618007,5.379178917,Italian,29.29096,1,30,383.5548713
18,10.73470548,8.139438193,Japanese,12.2924124,0,86,34.49421058
80,29.29425526,17.82960031,American,16.98359405,0,67,256.6920825
37,18.4139832,0.058420652,Mexican,38.29705101,1,51,110.2473821
87,23.84066271,0.7953193,Mexican,38.4711178,0,79,338.7863398
61,41.03218943,12.08143354,American,45.93421101,1,6,316.3952225
92,47.64950017,18.14760329,Italian,33.30744586,0,21,454.6898702
25,12.89665089,4.777133208,Italian,14.96429471,0,92,273.8694174
78,31.36968824,9.392835494,Japanese,14.85659622,0,74,329.6884102
21,45.30133943,9.009306033,Mexican,38.84529429,1,55,217.0683431
34,13.30034138,9.459426922,American,17.3513866,1,96,127.5885612
61,42.98056188,12.45039391,Italian,23.13541998,1,57,353.1623885
94,24.31205404,9.39487526,Japanese,29.48848028,1,92,380.2115742
62,22.88378809,8.949362826,Mexican,10.9905951,0,63,232.8714287
32,49.09865545,9.485768409,Mexican,19.95276108,0,11,320.5490125
25,18.03436359,11.81734883,Japanese,26.31558434,0,6,222.8760669
66,37.72775763,10.74014977,Japanese,21.18545274,0,54,334.1379957
48,42.85762912,17.08271995,Italian,15.4548131,1,61,196.0726971
62,11.64733981,0.98993707,American,39.12049031,0,89,215.9855398
51,36.81541833,16.66634143,Mexican,42.52590621,0,72,395.5429116
67,48.06199897,16.87849225,American,20.29915905,0,97,325.7322599
48,14.96879867,5.698160431,Mexican,40.97677978,1,76,263.3963601
23,45.84885211,9.2570391,Mexican,25.42214258,1,54,260.9994444
14,33.7910655,8.770769771,American,30.26743163,1,35,190.9114448
44,34.66418327,4.370196687,Japanese,44.240043,0,88,216.182297
96,34.51776699,7.935936942,Italian,39.99814727,1,23,281.9620174
84,21.95343545,0.887755443,Mexican,42.20467405,0,43,302.3945611
27,47.40807261,5.556441456,Japanese,15.47380666,0,16,194.4983578
85,47.89401851,16.33364351,Mexican,12.78877703,0,1,447.230857
18,35.01218641,5.691246035,Italian,45.73618916,1,12,45.38150684
83,41.33690904,16.36413337,Mexican,25.51337078,1,30,358.2770185
67,34.49031944,10.63198929,Italian,21.51518712,0,92,370.3349418
26,29.3759379,17.59725355,Italian,38.98785017,0,27,278.7019
16,36.43280473,11.49559109,Mexican,43.45662386,1,59,47.08816126
55,32.1200581,0.593364461,Mexican,44.49958488,1,26,251.3187591
22,33.89903451,13.50840415,Italian,22.63988565,1,14,205.7210154
49,41.35330214,0.89707136,Japanese,44.08849565,0,94,149.9137104
51,29.23615326,9.01194038,American,11.63735777,0,78,272.136316
18,11.63016424,18.58853389,Italian,11.98645966,0,32,170.063181
59,16.55997924,3.304078787,Mexican,34.94076781,1,19,254.3045988
36,27.54428866,7.797447059,Mexican,12.52425476,1,41,270.3574392
75,38.99306239,14.59720618,Japanese,22.98436674,1,11,351.0214661
14,33.73114593,17.64517112,American,36.91023945,0,72,223.4694812
38,36.01176743,13.41886009,Italian,23.49067584,0,22,204.0202548
46,29.17115714,5.163465084,Italian,17.18399126,1,71,282.7589763
47,34.62968088,13.49215706,American,21.25402487,0,95,291.659038
92,23.16069751,5.934552822,Italian,28.30301329,1,13,316.402066
17,28.80730371,14.3685846,American,29.01543421,0,90,133.4754751
74,39.77116262,19.08066255,Mexican,41.32000925,1,24,479.8152954
95,44.87331116,14.42786902,American,40.00612918,0,76,374.8505099
26,27.34621336,17.25761006,Italian,28.27271218,0,84,227.7664606
80,11.74646631,0.042076864,American,43.82669396,1,30,241.9958293
98,16.46690177,14.35144249,Japanese,14.56948554,1,53,405.9516291
54,10.83444557,16.59175114,Mexican,20.21413401,1,4,186.5776652
13,36.13052077,0.811174751,Mexican,43.11905854,1,12,-28.92089006
45,23.29258501,17.43195455,American,25.11976155,1,27,361.9730309
79,31.69914543,5.133884566,Italian,49.24726235,0,42,284.9133731
40,29.73107387,13.30584204,Japanese,28.65013126,1,88,399.6521997
28,13.26105958,16.00709758,Mexican,41.67742492,1,98,162.370576
70,26.13045444,13.25329026,Mexican,26.09228166,1,46,317.9799849
63,18.822445,1.845695841,Italian,26.99814076,0,70,216.5969576
48,26.73599155,11.92643038,Italian,25.31532589,1,37,249.8414055
83,18.14313121,10.99167313,Japanese,38.76302482,1,95,323.3042369
99,43.61809625,18.00642536,American,31.90071536,1,66,492.3054636
28,16.96773346,8.084794593,Italian,47.75112445,0,61,116.9003707
48,48.43122206,6.421621942,American,20.03561266,0,38,252.7354543
76,26.63629465,14.99701529,Japanese,14.02250928,1,36,289.0246845
54,43.84981168,8.253506522,American,25.7304594,0,85,185.9878407
22,35.15059273,12.9219235,Mexican,34.66850831,1,7,197.162077
67,39.41401195,12.9290018,American,44.43195748,0,80,353.7264368
29,40.70895552,17.76078129,Japanese,23.84787547,1,51,193.313743
81,30.19379528,11.97384805,Japanese,36.15147004,0,90,426.678802
70,31.73202093,10.0430722,Japanese,24.00794724,1,32,461.9567431
48,30.55983471,2.777426528,American,34.68878332,1,80,238.6512822
10,33.52233512,2.314752134,Mexican,45.39231788,0,41,3.819308481
12,11.17577783,3.086431306,Italian,19.25430569,1,75,27.3522199
86,25.82060679,3.436969627,Mexican,26.16966568,1,26,277.7392203
71,34.24754854,12.75754185,American,49.73060786,1,7,338.4156567
72,33.90894261,14.81962501,American,44.74228113,1,22,371.2592927
34,41.71824378,10.59983046,Italian,32.58559432,0,63,223.2275064
65,36.20037355,16.58035465,American,30.66510367,1,92,335.6903101
42,49.68533265,19.82526453,Japanese,21.38401529,0,19,279.3952723
47,21.35418114,16.40025258,Japanese,30.68837711,0,15,286.006945
15,24.36604119,13.89764747,Japanese,43.92725993,0,16,156.6351039
67,25.35388607,10.64985399,Japanese,37.40698053,0,79,201.3518213
53,28.63251228,8.977061433,Japanese,21.60176113,1,18,373.8083687
54,43.43992255,1.687847611,American,18.05855684,1,7,178.141588
41,19.43168376,7.987374968,Italian,20.60834148,0,37,111.1652405
54,41.04000828,18.20269274,Italian,16.79036806,1,37,373.8231073
70,26.21240732,16.1604526,Japanese,13.82562784,0,52,345.390677
56,34.07421535,4.3210273,American,26.76544698,1,92,281.5320603
30,35.30162133,9.332155694,Mexican,14.53198418,1,99,51.26926144
89,24.91394549,16.33446405,Mexican,16.87650231,1,89,459.0826148
94,30.50460821,1.347691096,American,31.89298737,0,30,363.0077801
84,26.52124699,7.747851713,Japanese,16.58397095,0,43,267.6115943
45,12.76531145,17.03682474,Italian,12.5551907,1,59,208.7354245
28,27.48661555,8.077957283,American,22.695554,0,75,186.8546548
29,13.8957357,1.552292895,Mexican,18.81276394,0,16,73.3422458
66,26.20083196,10.85068737,Mexican,30.61220752,1,78,248.4243693
27,33.71673599,17.2348499,Mexican,14.09468338,0,72,83.60227642
56,33.17659597,11.80571086,Japanese,40.07083151,1,38,293.4075583
58,36.50485116,4.525582164,Mexican,46.24934078,1,41,215.8023562
23,13.81046032,7.684792403,American,39.73740696,1,47,131.8227091
24,36.08492982,9.002467224,American,31.3130815,0,11,144.7603508
40,22.48592227,11.58532708,Mexican,44.42671287,1,95,191.9012814
10,25.96183785,15.18702052,American,37.79673519,1,88,178.1240069
63,44.31945016,1.977472353,Mexican,10.4220449,0,17,301.3408821
12,10.36121617,17.79304066,Mexican,25.76360611,0,78,45.96339532
25,33.53650533,0.24619406,Italian,44.03807598,0,95,227.6197437
96,33.9485592,7.401046693,Japanese,23.83435432,0,5,398.2725912
66,25.86639105,0.548406199,Japanese,11.40860694,1,42,304.0339168
84,19.48111428,7.859484507,Italian,39.84718554,0,34,336.1401243
21,19.38696153,10.51625198,Italian,42.08153081,0,97,27.11148877
83,45.34838679,10.23362773,Japanese,16.4237478,0,53,429.637912
25,27.68097495,3.312566941,Mexican,31.49361987,0,61,177.4576776
81,23.23557452,12.9148102,Mexican,17.67821756,1,68,283.4391256
85,27.95110295,0.89556901,Japanese,38.76937676,0,81,254.478197
33,36.77561606,15.2381364,Mexican,20.86201821,1,15,223.7356099
37,15.83026273,18.93288868,Italian,22.6486049,0,7,59.59001063
17,27.97735341,6.795376543,Mexican,43.79883415,1,88,231.0412336
45,33.51537484,10.34478763,Mexican,29.05289409,1,95,209.3143248
99,47.94333419,7.578205561,American,36.79017805,0,89,423.6922028
17,20.10111128,0.134207806,American,26.09492203,1,85,105.2123856
67,24.37002992,7.717490058,American,21.92027429,0,30,396.712849
69,25.1743436,15.83440519,Mexican,35.01912242,1,9,367.5586697
59,34.22152631,11.91977684,Japanese,16.19430296,1,55,216.9907778
37,24.26928212,2.025198292,Italian,24.91999342,1,75,184.6027302
50,31.34047701,16.94278979,Mexican,18.3614815,0,91,359.6951421
73,41.27161319,10.6217069,Japanese,37.83179868,1,69,319.6722433
36,38.21542376,16.83446723,Mexican,47.76835353,0,19,333.6194123
72,27.85474586,11.60443038,Italian,49.82043872,1,4,313.4948686
26,44.56864711,11.1937689,Mexican,28.01107242,1,22,291.8783286
82,32.32560998,2.105183704,Italian,20.10121559,1,8,321.3732353
42,31.59623358,3.347194663,Mexican,27.71317482,1,57,249.3390645
93,11.36751064,19.44050513,Italian,43.8907764,1,58,381.7734352
86,49.46771921,4.569734935,Mexican,18.24022714,1,92,305.1816839
38,14.91883234,19.54904236,Italian,48.08382607,0,79,119.7428306
22,19.2452365,10.63825413,American,23.67463075,0,53,192.5891779
55,12.06787349,2.715780941,Mexican,49.43214638,0,45,251.3877262
44,35.60011867,1.986044055,Mexican,43.5443555,1,21,275.0092103
15,18.98804708,4.177281414,Japanese,42.34282137,0,63,175.8507115
91,17.2004175,18.5127466,Japanese,22.71618695,1,7,343.7171118
78,13.54222337,8.283004487,Italian,10.35108848,0,19,292.7757897
56,14.13235828,7.90868536,Mexican,25.28531635,0,50,214.6059107
34,33.38682802,6.264125221,Italian,22.07237479,1,77,113.2507774
75,37.52831463,2.941237011,American,11.49587962,1,38,405.4127559
19,25.89515954,9.757023944,Japanese,30.21461026,0,36,173.0702607
65,29.19588326,2.60095565,Italian,26.12125245,0,49,250.5318112
39,37.43870944,16.70960473,Italian,35.38225871,0,33,188.7639422
14,10.69519161,7.407939726,Japanese,34.84745289,0,74,169.0619304
42,22.92522628,7.496071356,Mexican,14.82986544,1,32,345.767038
74,48.92390992,9.48012857,Italian,49.07862185,0,30,348.0330389
27,33.20448919,8.882554263,Japanese,17.47725718,1,53,291.4428205
58,20.1689832,19.89715946,Mexican,27.81096099,1,43,351.2672812
20,30.86920187,10.90762242,American,29.52470174,0,33,82.19211368
94,23.70613952,1.764034076,Japanese,42.52251189,1,70,353.7325253
35,31.28979955,12.13754683,Italian,13.96918384,0,61,292.1149576
72,15.02966047,3.031685857,American,27.14577117,1,22,246.7498564
98,15.30858615,0.618752895,Mexican,35.14008681,1,45,434.8571416
95,15.74169448,19.41484307,Mexican,18.60622486,0,55,404.6011166
68,47.59279168,15.47077783,Japanese,35.09871595,1,6,369.817071
36,39.31595673,19.60217985,Japanese,46.9465935,1,88,336.2908285
58,16.49527579,9.55756896,Japanese,49.90072525,0,60,271.8847397
86,17.53396335,10.64515062,Mexican,11.29804307,1,2,350.9447573
42,39.23317899,3.366739118,American,19.42352913,1,37,311.6230058
10,16.24655379,4.938148533,Mexican,22.41228463,0,83,109.309554
30,19.38245173,16.7709843,Italian,25.96504402,0,33,239.5469493
64,48.53387331,7.123712942,Mexican,19.6902863,1,43,295.5068596
15,20.21226099,16.53629948,Italian,18.13951978,1,29,171.9434908
90,36.46529401,14.18027449,American,48.1821537,1,16,350.0895856
78,49.1452515,3.543418505,Japanese,46.74086411,0,58,460.1955813
14,24.97187069,10.14892732,Japanese,11.87970004,1,9,72.06850544
12,10.70063963,13.54774643,Mexican,23.55252086,1,98,206.8992174
62,19.76589162,4.700744296,Japanese,26.20594215,1,83,271.8175688
32,43.23508765,16.61377021,American,19.56058139,1,17,202.2117539
62,44.58435344,10.89655315,Japanese,35.15491588,1,44,410.9441884
46,40.74077458,3.304841009,Mexican,35.61522987,1,90,283.2552865
83,14.52439276,11.65968852,American,44.02016913,0,58,404.8393303
83,41.82041487,19.99427608,Italian,39.63477074,0,61,539.3716035
92,46.74711188,3.010429833,Mexican,31.70293308,1,58,403.8434455
26,34.0243817,16.3351386,Italian,36.1434708,1,48,246.4661319
94,47.63501425,4.146180064,American,20.95955126,0,99,457.5787006
87,43.07355535,15.64776659,Mexican,33.7222476,0,62,430.4849068
82,36.67886068,14.69155846,Mexican,29.56909019,0,86,470.9541908
10,33.08740947,6.009787712,American,15.33377869,1,31,-7.627381568
60,23.94294669,6.516462351,Japanese,19.70177106,1,9,343.525308
54,16.37149781,15.85042784,Mexican,21.66773803,1,10,233.602843
86,34.19815691,9.228910238,Mexican,46.97238268,1,69,418.6631077
13,22.72446214,14.61636057,Italian,19.21546558,0,61,208.2901531
71,44.6575467,2.959682947,Japanese,21.56975611,0,46,317.7867501
74,49.73347749,17.05115564,Italian,24.7741652,0,33,491.8124456
41,40.0971105,14.21769433,Italian,36.54970955,0,99,211.3736255
43,13.61926781,18.13885618,Japanese,14.7295357,1,16,337.5291186
81,21.54742382,2.647447581,Japanese,48.1578085,1,53,356.132807
48,14.36438527,11.86029001,American,44.6228488,0,75,276.0633235
35,36.02046591,11.9824117,Japanese,33.08864292,0,84,293.1514665
43,40.60763458,7.069214811,Mexican,36.9615147,0,39,237.903674
63,47.02699324,9.169328491,Japanese,10.66641885,0,18,276.1945934
12,27.52689386,0.759631266,American,23.55779101,0,66,35.49014088
59,46.05502598,14.91720077,American,41.82640923,1,81,369.3788105
21,45.11564636,10.98644959,American,13.09931895,1,52,191.0570621
74,22.68782867,1.154821037,Japanese,21.29255337,0,63,326.4703193
63,44.75602502,13.61511786,Japanese,33.41187313,0,82,408.5871306
14,25.02689008,9.335641545,Italian,20.25652111,0,46,146.1889314
66,21.87477098,0.689225189,Italian,47.35911897,1,5,297.0599452
26,35.96298635,19.39215454,Mexican,15.24234523,1,15,298.4217333
56,23.13524912,18.98224286,Italian,41.89577432,1,71,274.9351707
32,35.20834993,10.25804832,Mexican,30.31794768,0,17,281.3999748
88,34.39327222,1.873448414,American,40.01323103,1,51,287.7318019
94,32.53755709,15.09242443,Italian,22.42861313,0,47,439.9755497
23,25.21678817,9.838622002,Japanese,30.57958409,1,42,129.1016805
75,31.93998887,6.048949566,Italian,44.27341399,1,38,297.077829
84,33.859419,9.828363551,Mexican,28.67512396,1,48,312.7619961
60,31.82747554,10.44888291,Italian,24.38879448,0,11,223.7768258
47,27.77677811,11.25423398,American,31.44621545,0,9,221.2461748
73,10.58668228,8.824474273,Japanese,38.69451012,1,70,255.1313447
47,33.48246831,12.11510606,Mexican,27.74253382,0,54,261.1605952
59,16.73777541,18.37469421,Japanese,47.55507901,0,0,256.3932878
91,35.70303876,7.245361742,Japanese,21.79783296,0,48,264.3819665
39,40.37377312,14.51432926,Mexican,29.01854425,0,35,363.5761001
88,30.01781237,17.88905114,Japanese,40.27710637,0,20,422.7111839
60,31.6945466,9.119585515,Japanese,37.56484362,0,36,253.1879957
72,48.05914239,8.869116728,Italian,44.5456421,0,23,395.1728992
61,43.88669445,12.04233971,Japanese,49.87236723,1,54,367.1711011
47,46.56946064,11.82813519,Japanese,27.07433315,0,24,303.220511
97,42.55065153,16.13178685,Japanese,14.44603519,0,6,485.5397629
88,14.35673367,9.529667676,Japanese,11.21663523,1,80,373.3018117
39,15.95967424,19.92245899,Mexican,39.07507625,1,92,377.7741581
60,31.06495189,1.189431377,American,44.96054685,1,93,250.4347176
90,19.84278635,0.063356972,Italian,18.82850344,1,70,285.8297505
14,29.067819,12.80396623,Japanese,16.33792149,0,96,151.6778928
38,25.77461295,5.968698247,Japanese,12.48820366,1,70,221.9794741
13,31.97656954,4.807647774,Mexican,42.90811687,1,23,205.3872912
19,39.87502865,6.2379816,American,22.4552776,0,10,268.1428526
65,38.61963628,5.120951302,Japanese,26.06787571,0,72,226.0204173
26,30.8493653,0.615800993,Mexican,30.11000766,0,11,106.9629654
83,42.89573675,19.43066085,Italian,43.57812937,1,34,464.2216957
26,27.23448366,4.414909769,Italian,36.03332886,0,62,195.2643128
93,45.86857159,14.68059525,Japanese,34.60258519,1,67,344.1993751
97,12.8512108,15.25192789,Japanese,17.026884,0,99,295.258914
78,48.1864012,18.58514796,American,30.52759567,0,91,400.8338011
43,36.18772326,0.610989142,American,38.61524069,1,56,81.08254005
15,25.20298036,17.44096677,Japanese,48.93043532,0,12,154.8507163
62,17.88616506,10.54452362,Mexican,18.05625237,0,22,284.7019046
75,29.16732918,12.6508822,American,10.38173412,0,82,282.8244957
86,17.78233293,12.88940554,Japanese,13.01205734,0,38,256.1592646
52,16.65326431,16.3959561,American,25.03409861,0,87,302.9909028
84,34.6940703,6.668146443,Japanese,42.82178591,1,79,378.5244392
32,30.92338898,14.6610238,Italian,10.28568327,1,96,86.55486645
64,36.80384138,10.57156219,Japanese,28.26922372,0,11,367.4060483
89,47.1842351,15.86788029,Italian,23.16922461,1,33,503.329166
84,31.29040853,19.81092066,American,12.0992684,1,70,437.4591935
25,33.23728213,4.013020348,Japanese,28.00945147,1,74,205.6737961
17,13.58505357,19.89297283,American,20.18994829,0,30,268.2640559
13,38.70543144,1.796243086,Italian,24.07539337,0,92,97.18787503
13,25.99620827,0.046350958,Japanese,38.22461219,0,61,129.9082558
65,49.06900955,0.883238724,American,30.86203936,1,12,273.3105159
34,42.92696062,6.835648095,Italian,14.98589716,1,30,247.3188103
76,30.89924162,12.65812661,American,48.45658162,0,1,400.6678351
76,14.92890617,1.380590818,Mexican,35.43643063,0,14,185.9993296
36,44.37663173,0.113316291,Italian,40.63473703,1,56,182.8877758
41,41.99124382,18.74182057,Italian,13.168526,1,74,345.3824754
59,17.38340518,16.43853272,Italian,11.88233518,0,33,375.3253931
70,21.81113157,16.18366342,Japanese,10.77792201,1,67,297.5324752
60,41.73629033,17.68848551,Japanese,17.55176111,1,74,384.9852328
28,17.40913786,14.00068546,Japanese,26.57633591,1,28,255.9873727
30,46.71009957,2.088082595,Mexican,47.43304534,1,65,255.7997732
14,26.98109701,7.982003761,Mexican,28.28238637,1,15,143.9580666
91,13.4815585,14.46298973,Italian,21.61020421,1,38,442.052764
